rank,lemma,pos_kelly,pos_ud,english
5020,begravelse,n,NOUN,funeral
5021,personal,adj,ADJ,personal
5022,eiendomsrett,n,NOUN,property right
5023,evighet,n,NOUN,eternity
5024,leire,n,NOUN,clay
5025,overtale,v,VERB,convince
5026,tau,n,NOUN,rope
5027,prevensjon,n,NOUN,prevention
5028,belegg,n,NOUN,fur
5029,bioenergi,n,NOUN,bio-energy
5030,høste,v,VERB,harvest
5031,favør,n,NOUN,favour
5032,prosessor,n,NOUN,processor
5033,undertøy,n,NOUN,underwear
5034,maritim,adj,ADJ,maritime
5035,koordinator,n,NOUN,coordinator
5036,vestbredden,n,NOUN,the Westbank
5037,minske,v,VERB,lessen
5038,berge,v,VERB,rescue
5039,fastlege,n,NOUN,fix
5040,islandsk,adj,ADJ,Icelandic
5041,fortsettelse,n,NOUN,continuation
5042,konvertere,v,VERB,convert
5043,hofte,n,NOUN,hip
5044,søknadsfrist,n,NOUN,deadline
5045,ubegrenset,adj,ADJ,unlimited
5046,etat,n,NOUN,department
5047,allmennhet,n,NOUN,general public
5048,sokkel,n,NOUN,foundation
5049,nedfelle,adj,ADJ,
5050,avføring,n,NOUN,excrement
5051,verdensbasis,n,NOUN,world basis
5052,særegen,adj,ADJ,special
5053,utslett,n,NOUN,rash
5054,godteri,n,NOUN,goodies
5055,omgjøre,v,VERB,redo
5056,kompetanseutvikling,n,NOUN,development of competencies
5057,levekår,n,NOUN,living conditions
5058,uniform,n,NOUN,uniform
5059,lokallag,n,NOUN,local team
5060,fullverdig,adj,ADJ,of full value
5061,motvirke,v,VERB,counteract
5062,human,adj,ADJ,human
5063,antageligvis,adv,ADV,probably
5064,kjip,v,VERB,
5065,sigarett,n,NOUN,cigarette
5066,grav,n,NOUN,grave
5067,hjemmel,n,NOUN,legal statute
5068,rock,n,NOUN,rock
5069,sprit,n,NOUN,alcohol
5070,analog,n,NOUN,analogue
5071,urealistisk,adj,ADJ,unrealistic
5072,patetisk,adj,ADJ,pathetic
5073,geografi,n,NOUN,geography
5074,navigere,adj,ADJ,navigate
5075,energikilde,n,NOUN,energy source
5076,marokko,n,NOUN,Morocco
5077,hjemmekamp,n,NOUN,home game
5078,partnerskap,n,NOUN,partnership
5079,ørken,n,NOUN,desert
5080,utførelse,n,NOUN,execution
5081,råvare,n,NOUN,raw material
5082,bedret,adj,ADJ,improved
5083,dristig,adj,ADJ,daring
5084,innbyrdes,adj,ADJ,mutual
5085,mal,n,NOUN,template
5086,emisjon,n,NOUN,emission
5087,stevne,n,NOUN,convention
5088,stripe,n,NOUN,stripe
5089,representasjon,n,NOUN,representation
5090,frodig,adj,ADJ,fertile
5091,hjel,n,NOUN,death
5092,læremiddel,n,NOUN,teaching aid
5093,brystkreft,n,NOUN,breast cancer
5094,saltvann,n,NOUN,salt water
5095,forskningsprosjekt,n,NOUN,research project
5096,tam,adj,ADJ,tame
5097,mate,v,VERB,feed
5098,utlevere,v,VERB,deliver
5099,københavn,n,NOUN,Copenhagen
5100,stødig,adj,ADJ,steady
5101,forbrenning,n,NOUN,combustion/metabolism
5102,klargjøre,v,VERB,make ready
5103,knall,n,NOUN,bang
5104,undertrykkelse,n,NOUN,oppression
5105,visepresident,n,NOUN,vice-president
5106,gasskraftverk,n,NOUN,gas power plant
5107,hotellrom,n,NOUN,hotel room
5108,komfort,n,NOUN,comfort
5109,nettbutikk,n,NOUN,net shop
5110,videreutvikling,n,NOUN,continuation
5111,løk,n,NOUN,onion
5112,mislykkes,v,VERB,fail
5113,nyår,n,NOUN,new year
5114,spy,v,VERB,vomit
5115,latin,n,NOUN,Latin
5116,utpeke,v,VERB,point out
5117,brukervennlig,adj,ADJ,user friendly
5118,tålmodig,adj,ADJ,patient
5119,privatliv,n,NOUN,private life
5120,russland,n,NOUN,Russia
5121,mas,n,NOUN,trouble
5122,sysselsetting,n,NOUN,employment
5123,duo,n,NOUN,duo
5124,samfunnsansvar,n,NOUN,social responsibility
5125,sjalusi,n,NOUN,jealousy
5126,avkom,n,NOUN,offspring
5127,eierandel,n,NOUN,owner share
5128,formidabel,adj,ADJ,formidable
5129,kam,n,NOUN,comb
5130,mislike,adj,ADJ,dislike
5131,irritasjon,n,NOUN,irritation
5132,beklagelig,adj,ADJ,unfortunate
5133,husdyr,n,NOUN,livestock
5134,snev,n,NOUN,hint
5135,fyrverkeri,n,NOUN,fireworks
5136,adm.,n,NOUN,adm.
5137,midnatt,n,NOUN,midnight
5138,optikk,n,NOUN,optics
5139,bekjenne,v,VERB,admit
5140,honning,n,NOUN,honey
5141,ypperste,adj,ADJ,utmost
5142,skrik,n,NOUN,scream
5143,bryllup,n,NOUN,wedding
5144,morder,n,NOUN,murderer
5145,aksjeselskap,n,NOUN,limited liability company
5146,resept,n,NOUN,prescription
5147,spedbarn,n,NOUN,infant
5148,bakhode,n,NOUN,back of head
5149,overgå,v,VERB,surpass
5150,assosiasjon,n,NOUN,association
5151,avbryte,v,VERB,disconnect
5152,glans,n,NOUN,shine
5153,ventilasjon,n,NOUN,ventilation
5154,signifikant,adj,ADJ,significant
5155,tidkrevende,adj,ADJ,time-consuming
5156,livredd,adj,ADJ,terrified
5157,svikt,n,NOUN,failure
5158,velstående,adj,ADJ,rich
5159,halvere,v,VERB,half
5160,barnslig,adj,ADJ,childish
5161,kattunge,n,NOUN,kitten
5162,uvitenhet,n,NOUN,ignorance
5163,brems,n,NOUN,brake
5164,monopol,n,NOUN,monopoly
5165,rev,n,NOUN,reef
5166,beskatning,n,NOUN,taxation
5167,skattelov,n,NOUN,tax law
5168,arr,n,NOUN,scar
5169,millimeter,n,NOUN,millimetre
5170,injeksjon,n,NOUN,injection
5171,symbolsk,adj,ADJ,symbolic
5172,akvarium,n,NOUN,aquarium
5173,helsemyndighet,n,NOUN,health authority
5174,samtid,n,NOUN,present time
5175,presisjon,n,NOUN,precision
5176,dumpe,v,VERB,dump
5177,ektefelle,n,NOUN,spouse
5178,utfor,prep,PREP,"off, over"
5179,hjemmekino,n,NOUN,home cinema
5180,livsfarlig,adj,ADJ,life-threatening
5181,nederst,adj,ADJ,lowest
5182,avskaffe,v,VERB,purchase
5183,blinke,v,VERB,"blink ,indicate"
5184,stakkar,n,NOUN,poor thing
5185,åttende,adj,ADJ,eight
5186,disiplin,n,NOUN,discipline
5187,unaturlig,adj,ADJ,unnatural
5188,tast,n,NOUN,key
5189,utkikk,n,NOUN,outlook
5190,aldersgrense,n,NOUN,age limit
5191,fortrinn,n,NOUN,priority
5192,gods,n,NOUN,estate
5193,innkalle,v,VERB,call in
5194,uproblematisk,adj,ADJ,unproblematic
5195,naboland,n,NOUN,neighbouring country
5196,uviss,adj,ADJ,uncertain
5197,vippe,v,VERB,bob
5198,sågar,adv,ADV,
5199,variert,adj,ADJ,varied
5200,nedbør,n,NOUN,precipitation
5201,oppføring,n,NOUN,"erection, production"
5202,overensstemmelse,n,NOUN,in accordance
5203,innbrudd,n,NOUN,break-in
5204,kortvarig,adj,ADJ,short-term
5205,urban,adj,ADJ,urbane
5206,barnehjem,n,NOUN,children's home
5207,politimann,n,NOUN,policeman
5208,innlevering,n,NOUN,delivery
5209,bystyre,n,NOUN,city council
5210,utslitt,adj,ADJ,worn out
5211,bedrive,v,VERB,do
5212,åpningstid,n,NOUN,opening hours
5213,tredjeplass,n,NOUN,third place
5214,lunge,n,NOUN,lung
5215,utsolgt,adj,ADJ,sold out
5216,arbeidsmappe,n,NOUN,working folder
5217,reprise,n,NOUN,repeat
5218,hatt,n,NOUN,hat
5219,kraftverk,n,NOUN,power plant
5220,nazisme,n,NOUN,Nazism
5221,godbit,n,NOUN,goodie
5222,sverd,n,NOUN,sword
5223,poker,n,NOUN,poker
5224,sveve,v,VERB,swear
5225,varetekt,n,NOUN,custody
5226,blek,adj,ADJ,bleak
5227,horisont,n,NOUN,horizon
5228,kappe,n,NOUN,cape
5229,misjon,n,NOUN,mission
5230,skatteliste,n,NOUN,tax list
5231,sponsor,n,NOUN,sponsor
5232,avhandling,n,NOUN,"report, thesis"
5233,heia,interj,INTERJ,cheer
5234,internasjonalisering,n,NOUN,internationalisation
5235,eksplosjon,n,NOUN,explosion
5236,kineser,n,NOUN,Chinese
5237,logo,n,NOUN,logo
5238,politidistrikt,n,NOUN,police district
5239,vike,v,VERB,yield
5240,avbilde,v,VERB,picture
5241,mobbe,v,VERB,bully
5242,utbetaling,n,NOUN,payment
5243,selvangivelse,n,NOUN,tax return
5244,besteforeldre,n,NOUN,grandparents
5245,essens,n,NOUN,essence
5246,lovgivning,n,NOUN,legislation
5247,nordlys,n,NOUN,northern light
5248,etterfølger,n,NOUN,successor
5249,læreplan,n,NOUN,teaching plan
5250,irrelevant,adj,ADJ,irrelevant
5251,stokk,n,NOUN,cane
5252,høflig,adj,ADJ,polite
5253,innovativ,adj,ADJ,innovative
5254,kvalitetssikring,n,NOUN,quality assurance
5255,nazist,n,NOUN,Nazi
5256,hovedmål,n,NOUN,main goal
5257,lime,v,VERB,glue
5258,galakse,n,NOUN,galaxy
5259,insekt,n,NOUN,insect
5260,panel,n,NOUN,panel
5261,resolusjon,n,NOUN,resolution
5262,ambisiøs,adj,ADJ,ambitious
5263,gøteborg,n,NOUN,Gothenburg
5264,rate,n,NOUN,rate
5265,avhør,n,NOUN,questioning
5266,børsnotere,v,VERB,list on the stock exchange
5267,holocaust,n,NOUN,holocaust
5268,konsensus,n,NOUN,consensus
5269,utestenge,v,VERB,lock out
5270,dekar,n,NOUN,decare
5271,kontekst,n,NOUN,context
5272,benekte,v,VERB,deny
5273,vindkraft,n,NOUN,wind power
5274,verdensøkonomi,n,NOUN,world economy
5275,betinge,v,VERB,reserve
5276,byggverk,n,NOUN,building
5277,smertestillende,adj,ADJ,painkilling
5278,våres,v,VERB,become spring
5279,territorium,n,NOUN,territory
5280,turisme,n,NOUN,tourism
5281,biodrivstoff,n,NOUN,bio-fuel
5282,eksem,n,NOUN,eczema
5283,bemerke,v,VERB,note
5284,samvær,n,NOUN,being together
5285,utarbeidelse,n,NOUN,production
5286,opsjon,n,NOUN,option
5287,uvant,adj,ADJ,unusual
5288,velvære,n,NOUN,well-being
5289,folkemusikk,n,NOUN,folk music
5290,slagord,n,NOUN,slogan
5291,inntjening,n,NOUN,earnings
5292,undres,v,VERB,wonder
5293,bryne,v,VERB,sharpen
5294,oppgitt,adj,ADJ,resigned
5295,assistanse,n,NOUN,assistance
5296,sykepleie,n,NOUN,nursing
5297,avreise,n,NOUN,departure
5298,rørende,adj,ADJ,touching
5299,strikke,v,VERB,knit
5300,feministisk,adj,ADJ,feministic
5301,kiosk,n,NOUN,kiosk
5302,krigføring,n,NOUN,waging of war
5303,luksus,n,NOUN,luxury
5304,vekter,n,NOUN,weights
5305,ensomhet,n,NOUN,loneliness
5306,forundre,v,VERB,wonder
5307,svett,adj,ADJ,sweaty
5308,puls,n,NOUN,pulse
5309,tårn,n,NOUN,tower
5310,gjennomsiktig,adj,ADJ,see-through
5311,line,n,NOUN,line
5312,regelrett,adj,ADJ,regular
5313,autoritær,adj,ADJ,authoritarian
5314,jordmor,n,NOUN,midwife
5315,stride,v,VERB,stride
5316,gitarist,n,NOUN,guitarist
5317,kirkelig,adj,ADJ,churchly
5318,print,adj,ADJ,print
5319,storebror,n,NOUN,big brother
5320,søken,n,NOUN,
5321,deprimere,v,VERB,depress
5322,erklæring,n,NOUN,declaration
5323,kompetansesenter,n,NOUN,competency centre
5324,nedi,prep,PREP,in
5325,oppbevaring,n,NOUN,storage
5326,rand,n,NOUN,edge
5327,gjøremål,n,NOUN,job
5328,ansettelse,n,NOUN,employment
5329,islamist,n,NOUN,Islamist
5330,kupp,n,NOUN,coup
5331,lærerik,adj,ADJ,educative
5332,ubetydelig,adj,ADJ,insignificant
5333,vedlikeholde,v,VERB,maintain
5334,aggresjon,n,NOUN,aggression
5335,forakt,n,NOUN,contempt
5336,hovedfag,n,NOUN,main subject
5337,nedrykk,n,NOUN,relegation
5338,filter,n,NOUN,filter
5339,tommel,n,NOUN,thumb
5340,id,n,NOUN,ID
5341,trøste,v,VERB,comfort
5342,bompenger,n,NOUN,toll
5343,forretning,n,NOUN,business
5344,fortrolig,adj,ADJ,confidential
5345,galopp,n,NOUN,canter
5346,svindel,n,NOUN,fraud
5347,oppsummere,v,VERB,sum up
5348,entusiastisk,adj,ADJ,enthusiastic
5349,avspark,n,NOUN,kick-off
5350,ekspertise,n,NOUN,expertise
5351,kveldstid,n,NOUN,evening time
5352,nysgjerrighet,n,NOUN,curiousity
5353,maskulin,adj,ADJ,masculine
5354,finnes,v,VERB,be
5355,samarbeidsprosjekt,n,NOUN,cooperation project
5356,besitte,v,VERB,own
5357,jorde,n,NOUN,land
5358,vandring,n,NOUN,trekking
5359,flåte,n,NOUN,fleet
5360,tilgivelse,n,NOUN,forgiveness
5361,tøy,n,NOUN,cloth
5362,el.,conj,CONJ,or
5363,fluefiske,n,NOUN,fly-fishing
5364,misvisende,adj,ADJ,misleading
5365,verdensmester,n,NOUN,word champion
5366,klarhet,n,NOUN,clarity
5367,skolestart,n,NOUN,school start
5368,feie,v,VERB,sweep
5369,lettvinn,adj,ADJ,
5370,nøktern,adj,ADJ,sober
5371,reparasjon,n,NOUN,repair
5372,nøkkelord,n,NOUN,key word
5373,snappe,v,VERB,snap
5374,anno,adv,ADV,"anno, in the year"
5375,datterselskap,n,NOUN,subsidiary
5376,illegal,adj,ADJ,illegal
5377,strekk,n,NOUN,stretch
5378,tiltrekke,n,NOUN,attack
5379,jordbær,n,NOUN,strawberry
5380,kantine,n,NOUN,canteen
5381,studieplass,n,NOUN,study place
5382,aksjekurs,n,NOUN,share price
5383,sending,n,NOUN,dispatch
5384,snarlig,adj,ADJ,soon
5385,sortert,adj,ADJ,sorting
5386,bukt,n,NOUN,bay
5387,novelle,n,NOUN,short story
5388,sørover,prep,PREP,south
5389,merking,n,NOUN,labelling
5390,terskel,n,NOUN,threshold
5391,holt,n,NOUN,grove
5392,sprø,adj,ADJ,fragile
5393,oppløse,v,VERB,dissolve
5394,eske,n,NOUN,box
5395,overlege,n,NOUN,consultant
5396,besittelse,n,NOUN,possession
5397,reservere,v,VERB,reserve
5398,borgerskap,n,NOUN,citizenship
5399,holme,n,NOUN,islet
5400,utprøving,n,NOUN,testing
5401,insistere,v,VERB,insist
5402,forgjeves,adj,ADJ,in vain
5403,trosse,v,VERB,defy
5404,utenriks,n,NOUN,abroad
5405,doping,n,NOUN,doping
5406,fjær,n,NOUN,feather
5407,stønne,v,VERB,moan
5408,unnagjort,adj,ADJ,undecided
5409,brikke,n,NOUN,piece
5410,beredskap,n,NOUN,preparedness
5411,svømmebasseng,n,NOUN,swimming pool
5412,signalisere,v,VERB,signal
5413,organisatorisk,adj,ADJ,organisational
5414,dynamikk,n,NOUN,dynamic
5415,dus,adj,ADJ,familiar
5416,politifolk,n,NOUN,police
5417,innblanding,n,NOUN,interference
5418,pistol,n,NOUN,pistol
5419,undervisningsopplegg,n,NOUN,educational proposal
5420,hygiene,n,NOUN,hygiene
5421,naked,n,NOUN,naked
5422,blender,n,NOUN,blender
5423,hestekraft,n,NOUN,horsepower
5424,narr,n,NOUN,fool
5425,kick,n,NOUN,kick
5426,fasilitet,n,NOUN,facility
5427,kjæledyr,n,NOUN,pet
5428,ve,n,NOUN,labour pain
5429,matematisk,adj,ADJ,mathematical
5430,panne,n,NOUN,forehead
5431,forhåpning,n,NOUN,hope
5432,oppsigelse,n,NOUN,resignation
5433,tabu,n,NOUN,taboo
5434,pr.,prep,PREP,per
5435,fordømme,v,VERB,condemn
5436,skriver,n,NOUN,printer
5437,løsne,v,VERB,loosen
5438,lærd,adj,ADJ,learned
5439,huff,interj,INTERJ,ugh!
5440,kommentator,n,NOUN,commentator
5441,militant,adj,ADJ,militant
5442,nettsamfunn,n,NOUN,social network service
5443,granske,v,VERB,investigate
5444,dataspill,n,NOUN,computer game
5445,styrketrening,n,NOUN,"weight training, body building"
5446,kontaktperson,n,NOUN,contact person
5447,lekke,v,VERB,leak
5448,menneskeliv,n,NOUN,human life
5449,enkeltmenneske,n,NOUN,individual
5450,mosjon,n,NOUN,exercise
5451,forutsigbarhet,n,NOUN,predictability
5452,innredning,n,NOUN,furnishings
5453,veksle,v,VERB,exchange
5454,inneha,v,VERB,hold
5455,dekan,n,NOUN,dean
5456,telling,n,NOUN,count
5457,undergang,n,NOUN,"subway, downfall"
5458,fildeling,n,NOUN,file sharing
5459,helsevern,n,NOUN,healthcare
5460,avlegge,v,VERB,"make, pay"
5461,morsmelk,n,NOUN,breast milk
5462,åpenbar,adj,ADJ,obvious
5463,enhetlig,adj,ADJ,unitary
5464,streve,v,VERB,struggle
5465,hustru,n,NOUN,wife
5466,scenario,n,NOUN,scenario
5467,brasiliansk,adj,ADJ,Brazilian
5468,overkropp,n,NOUN,upper body
5469,skildring,n,NOUN,"picture, description"
5470,anstendig,adj,ADJ,decent
5471,grunnkurs,n,NOUN,elementary course
5472,lysstyrke,n,NOUN,brightness
5473,romersk,adj,ADJ,Roman
5474,førti,det,DET,forty
5475,industriell,adj,ADJ,industrial
5476,returnere,v,VERB,return
5477,stab,n,NOUN,staff
5478,å,interj,INTERJ,oh
5479,ubalanse,n,NOUN,imbalance
5480,aktor,n,NOUN,actor
5481,poengtere,v,VERB,"emphasis, stress"
5482,pynt,n,NOUN,decoration
5483,onde,n,NOUN,evil
5484,prestisje,n,NOUN,prestige
5485,lysende,adj,ADJ,luminous
5486,veterinær,n,NOUN,veterinary
5487,bag,n,NOUN,"bag, purse"
5488,deling,n,NOUN,division
5489,lærling,n,NOUN,apprentice
5490,toppsjef,n,NOUN,chief executive
5491,misfornøyd,adj,ADJ,displeased
5492,spenn,n,NOUN,"strain, tension"
5493,omvisning,n,NOUN,guided tour
5494,pakistaner,n,NOUN,Pakistani
5495,slitasje,n,NOUN,wear
5496,fagmiljø,n,NOUN,specialist environment
5497,nyttårsaften,n,NOUN,New Years Eve
5498,treningskamp,n,NOUN,training match
5499,matte,n,NOUN,mat
5500,verve,v,VERB,recruit
5501,hekte,v,VERB,hook
5502,kvikksølv,n,NOUN,mercury
5503,saga,n,NOUN,saga
5504,oppkalle,v,VERB,call up
5505,vinkling,n,NOUN,angling
5506,høringsuttalelse,n,NOUN,statement
5507,ne,n,NOUN,while
5508,progresjon,n,NOUN,progression
5509,utveksle,v,VERB,exchange
5510,langrenn,n,NOUN,cross-country skiing
5511,skattemessig,adj,ADJ,fiscal
5512,bakre,adj,ADJ,rear
5513,tispe,v,VERB,bitch
5514,fjorten,det,DET,fourteen
5515,sjenere,v,VERB,"annoy, interfere with"
5516,sjømat,n,NOUN,seafood
5517,skjønnlitteratur,n,NOUN,fiction
5518,tretti,det,DET,thirty
5519,anføre,v,VERB,"lead, quote"
5520,veske,n,NOUN,bag
5521,singel,n,NOUN,shingle
5522,beordre,v,VERB,order
5523,versus,prep,PREP,versus
5524,sortere,v,VERB,sort
5525,oppfyllelse,n,NOUN,fulfilment
5526,dem,pron,PRON,them
5527,implementering,n,NOUN,implementation
5528,kursmål,n,NOUN,target price
5529,intensitet,n,NOUN,intensity
5530,kakao,n,NOUN,cocoa
5531,utøvende,adj,ADJ,"executive, creative"
5532,slit,n,NOUN,"toil, drudgery"
5533,motgang,n,NOUN,adversity
5534,fotspor,n,NOUN,footprint
5535,appelsin,n,NOUN,orange
5536,olivenolje,n,NOUN,olive oil
5537,utelukket,adj,ADJ,impossible
5538,dass,n,NOUN,loo
5539,gruppearbeid,n,NOUN,group project
5540,spytte,v,VERB,"spit, splutter"
5541,beslag,n,NOUN,"fittings, confiscation"
5542,spesialisere,v,VERB,specialise
5543,utbryte,v,VERB,break out
5544,eksperiment,n,NOUN,experiment
5545,strandsone,n,NOUN,littoral zone
5546,utpreget,adj,ADJ,"marked, pronounced"
5547,variabel,adj,ADJ,variable
5548,autofokus,n,NOUN,auto focus
5549,taushet,n,NOUN,silence
5550,velfungerende,adj,ADJ,"efficient, well-functioning"
5551,egenart,n,NOUN,"character, individuality"
5552,sluke,v,VERB,"swallow, devour"
5553,drøfting,n,NOUN,"discussion, debate"
5554,produktiv,adj,ADJ,productive
5555,syklist,n,NOUN,cyclist
5556,adskillig,adj,ADJ,several
5557,skyfri,adj,ADJ,cloudless
5558,ytring,n,NOUN,statement
5559,mentor,n,NOUN,mentor
5560,næringsstoff,n,NOUN,nutrient
5561,skjerf,n,NOUN,scarf
5562,ledighet,n,NOUN,"unemployment, agility"
5563,forskudd,n,NOUN,advance
5564,talerstol,n,NOUN,"rostrum, lectern"
5565,kikk,n,NOUN,"look, peek"
5566,omdømme,n,NOUN,reputation
5567,skitt,n,NOUN,"dirt, rubbish"
5568,trav,n,NOUN,trotting
5569,vantro,adj,ADJ,unbelieving
5570,følelsesmessig,adj,ADJ,emotional
5571,illustrasjonsfoto,n,NOUN,illustration photo
5572,forsoning,n,NOUN,reconciliation
5573,anstrengelse,n,NOUN,effort
5574,tenåring,n,NOUN,teenager
5575,opprørt,adj,ADJ,"upset, agitated"
5576,pote,v,VERB,paw
5577,avslå,v,VERB,"reject, refuse"
5578,safe,n,NOUN,be safe
5579,animasjon,n,NOUN,animation
5580,gebyr,n,NOUN,fee
5581,hemme,v,VERB,hinder
5582,stresse,v,VERB,stress
5583,heltid,n,NOUN,full-time
5584,katte,n,NOUN,cat
5585,juice,n,NOUN,juice
5586,musikkbransje,n,NOUN,music industry
5587,assosiere,v,VERB,associate
5588,juletre,n,NOUN,Christmas tree
5589,uff,interj,INTERJ,ugh!
5590,merkbar,adj,ADJ,noticeable
5591,avspilling,n,NOUN,playback
5592,interaktiv,adj,ADJ,interactive
5593,serbisk,adj,ADJ,Serbian
5594,belønne,v,VERB,reward
5595,brite,n,NOUN,Briton
5596,arbeidsmåte,n,NOUN,working method
5597,popularitet,adj,ADJ,
5598,krutt,n,NOUN,"powder, gunpowder"
5599,garn,n,NOUN,"yarn, thread"
5600,drikkevann,n,NOUN,drinking water
5601,engel,n,NOUN,angel
5602,nynorsk,n,NOUN,New Norwegian
5603,aldre,v,VERB,age
5604,bevaring,n,NOUN,"preservation, conservation"
5605,olympisk,adj,ADJ,Olympic
5606,innsamling,n,NOUN,collection
5607,iskald,adj,ADJ,ice-cold
5608,kynisk,adj,ADJ,cynical
5609,bearbeide,v,VERB,"process, adapt"
5610,østlig,adj,ADJ,eastern
5611,sjefredaktør,n,NOUN,"chief editor, editor-in-chief"
5612,kosttilskudd,n,NOUN,dietary supplement
5613,studiested,n,NOUN,study location
5614,størrelsesorden,n,NOUN,order of magnitude
5615,ydmyk,adj,ADJ,humble
5616,reg.,n,NOUN,
5617,veiledende,adj,ADJ,guiding
5618,blits,n,NOUN,flashlight
5619,utstede,v,VERB,issue
5620,hjelpeløs,adj,ADJ,helpless
5621,jungel,n,NOUN,jungle
5622,kåring,n,NOUN,"election, selection"
5623,pekepinn,n,NOUN,pointer
5624,etterspurt,adj,ADJ,demanded
5625,juks,n,NOUN,"trickery, rubbish"
5626,seil,n,NOUN,sail
5627,sivilbefolkning,n,NOUN,civilian population
5628,tegneserie,n,NOUN,comic strip
5629,eu-land,n,NOUN,EU member state
5630,gjenopprette,v,VERB,restore
5631,ubevisst,adj,ADJ,unconscious
5632,niende,adj,ADJ,ninth
5633,overflødig,adj,ADJ,superfluous
5634,bilist,n,NOUN,motorist
5635,golf,n,NOUN,golf
5636,testamente,n,NOUN,"will, testament"
5637,gjenvelge,v,VERB,re-elect
5638,kulisse,n,NOUN,offstage
5639,musikkvideo,n,NOUN,music video
5640,auksjon,n,NOUN,auction
5641,rop,n,NOUN,shout
5642,forskningsmiljø,n,NOUN,research environment
5643,betennelse,n,NOUN,infection
5644,tempel,n,NOUN,temple
5645,karakteristisk,adj,ADJ,characteristic
5646,taushetsplikt,n,NOUN,duty of confidentiality
5647,konkurransedyktig,adj,ADJ,competitive
5648,spann,n,NOUN,bucket
5649,litauen,n,NOUN,Lithuania
5650,termin,n,NOUN,"term, instalment"
5651,sensurere,v,VERB,"censor, grade"
5652,utspiller,n,NOUN,leader
5653,overlevelse,n,NOUN,survival
5654,diabetiker,n,NOUN,diabetic
5655,matche,n,NOUN,match
5656,faktura,n,NOUN,invoice
5657,folkeslag,n,NOUN,people
5658,gruppering,n,NOUN,grouping
5659,loft,n,NOUN,ceiling
5660,nettmøte,n,NOUN,online meeting
5661,mesterlig,adj,ADJ,masterly
5662,utholdenhet,n,NOUN,stamina
5663,tilkobling,n,NOUN,"attachment, coupling"
5664,førerkort,n,NOUN,driving licence
5665,menneskeskapt,adj,ADJ,man-made
5666,ukritisk,adj,ADJ,uncritical
5667,feminin,adj,ADJ,feminine
5668,innmari,adj,ADJ,one heck of a
5669,borgerkrig,n,NOUN,civil war
5670,samhold,n,NOUN,solidarity
5671,dannelse,n,NOUN,"formation, education, refinement"
5672,drivhuseffekt,n,NOUN,global warning
5673,landslagstrener,n,NOUN,national team coach
5674,statisk,adj,ADJ,static
5675,ateist,n,NOUN,atheist
5676,england,n,NOUN,England
5677,implementere,v,VERB,implement
5678,spesialundervisning,n,NOUN,special education
5679,stusse,v,VERB,"trim, be startled"
5680,forsterkning,n,NOUN,reinforcement
5681,inntreffe,v,VERB,happen
5682,overlevere,v,VERB,deliver
5683,konvensjon,n,NOUN,convention
5684,håndverker,n,NOUN,craftsman
5685,etnisitet,n,NOUN,ethnicity
5686,vaffel,n,NOUN,waffle
5687,energiminister,n,NOUN,Minister for Energy
5688,pine,n,NOUN,"torture, torment"
5689,sovjet,v,VERB,
5690,fornøyelse,n,NOUN,pleasure
5691,informatikk,n,NOUN,"informatics, computer science"
5692,mesterverk,n,NOUN,masterpiece
5693,forskningsresultat,n,NOUN,research result
5694,statsborgerskap,n,NOUN,citizenship
5695,såpe,n,NOUN,soap
5696,urovekkende,adj,ADJ,disturbing
5697,derpå,adv,ADV,"then, after that"
5698,logistikk,n,NOUN,logistics
5699,totalitær,adj,ADJ,totalitarian
5700,væske,adj,ADJ,liquid
5701,haha,interj,INTERJ,haha
5702,visum,n,NOUN,visa
5703,landsmann,n,NOUN,compatriot
5704,oljeselskap,n,NOUN,oil company
5705,distribuere,v,VERB,distribute
5706,hann,n,NOUN,male
5707,sensitiv,adj,ADJ,sensitive
5708,omgås,v,VERB,"associate, interact"
5709,riksrevisjon,n,NOUN,auditor general
5710,bemanning,n,NOUN,"crew, staff"
5711,frikjenne,v,VERB,acquit
5712,høgskolelektor,n,NOUN,assistant professor
5713,utall,n,NOUN,multitude
5714,husleie,n,NOUN,rent
5715,tufte,v,VERB,ground
5716,forskjellsbehandling,n,NOUN,discrimination
5717,suppe,n,NOUN,soup
5718,hvorledes,adv,ADV,how
5719,gjenvalg,n,NOUN,re-election
5720,utkant,n,NOUN,outskirts
5721,naturressurs,n,NOUN,natural resource
5722,proff,adj,ADJ,pro
5723,sponse,v,VERB,
5724,sverige,v,VERB,Sweden
5725,entreprenør,n,NOUN,entrepreneur
5726,møteplass,n,NOUN,meeting place
5727,fartøy,n,NOUN,vessel
5728,dosering,n,NOUN,dosage
5729,landsbasis,n,NOUN,countrywide
5730,lesesal,n,NOUN,reading room
5731,journal,n,NOUN,journal
5732,motpart,n,NOUN,opponent
5733,hovedkvarter,n,NOUN,headquarters
5734,mais,n,NOUN,maize
5735,terrasse,n,NOUN,terrace
5736,friidrett,n,NOUN,athletics
5737,selvbilde,n,NOUN,self-image
5738,forran,n,NOUN,on front
5739,vag,adj,ADJ,vague
5740,vannkraft,n,NOUN,water power
5741,mette,v,VERB,feed
5742,gjerningsmann,n,NOUN,perpetrator
5743,gedigen,adj,ADJ,enormous
5744,skoledag,n,NOUN,school day
5745,ridning,n,NOUN,riding
5746,underholde,v,VERB,entertain
5747,fangenskap,n,NOUN,captivity
